706,81,2
468,82,2
466,81,0
513,82,0
468,79,1
453,79,0
459,78,1
471,78,0
471,78,2
645,79,0
643,82,0
81,73,2
84,70,0
77,69,2
83,79,1
90,75,2
81,71,0
78,70,0
79,76,0
89,75,2
78,81,0
78,81,1
81,78,1
83,82,0
83,82,2
